Time,PRN,CN0_dBHz,Doppler
5.0,21,39.96,250
5.0,22,43.43,1500
5.0,25,35.34,5250
5.0,27,36.05,0
5.0,29,36.45,-3500
5.5,3,36.3,1500
5.5,6,39.18,1250
5.5,9,37.7,2000
5.5,15,43.54,-2750
5.5,18,41.91,250
5.5,21,39.79,250
5.5,22,43.04,1500
5.5,24,35.08,-2750
5.5,27,39.73,0
6.0,1,35.14,-750
6.0,3,37.74,1500
6.0,5,35.05,-1750
6.0,9,37.25,2000
6.0,10,35.06,1000
6.0,15,42.92,-2750
6.0,18,42.4,250
6.0,21,38.88,250
6.0,22,43.2,1500
6.0,27,38.04,0
6.0,32,35.05,5000
6.5,2,35.09,-3750
6.5,3,36.93,1500
6.5,4,35.44,-5750
6.5,6,36.26,1250
6.5,9,40.13,2000
6.5,15,41.36,-2750
6.5,18,43.11,250
6.5,21,37.19,250
6.5,22,43.38,1500
6.5,27,38.47,0
6.5,28,35.4,-5500
6.5,29,36.01,-3500
6.5,30,35.64,4250
7.0,1,36.4,3250
7.0,2,35.16,1250
7.0,3,37.18,1500
7.0,4,35.23,2500
7.0,5,35.6,1000
7.0,6,38.7,1250
7.0,9,39.37,2000
7.0,12,35.81,-1250
7.0,14,36.08,3250
7.0,15,41.94,-2750
7.0,18,41.58,250
7.0,19,35.51,5500
7.0,21,39.02,250
7.0,22,41.86,1500
7.0,27,36.99,0
7.0,29,36.1,-3500
7.5,3,37.33,1500
7.5,6,37.87,1250
7.5,9,39.81,2000
7.5,10,35.19,1500
7.5,12,35.53,3250
7.5,15,42.16,-2750
7.5,18,41.68,250
7.5,21,40.29,250
7.5,22,43.42,1500
7.5,27,39.71,0
8.0,3,36.35,1500
8.0,6,39.07,1250
8.0,9,38.13,2000
8.0,10,35.93,1250
8.0,15,43.07,-2750
8.0,18,42.24,250
8.0,21,39.63,250
8.0,22,42.65,1500
8.0,27,38.32,0
8.0,29,37.14,-3500
8.0,30,35.21,-2750
8.5,1,36.44,-2500
8.5,3,38.2,1500
8.5,4,35.18,1500
8.5,6,35.59,-2750
8.5,7,35.22,-3500
8.5,9,37.68,2000
8.5,12,35.31,-4750
8.5,13,35.01,5000
8.5,14,36.19,3250
8.5,15,42.04,-2750
8.5,18,43.65,250
8.5,21,39.91,250
8.5,22,41.57,1500
8.5,25,35.37,-5250
8.5,27,36.76,0
8.5,28,35.54,5000
8.5,29,36.2,-3500
9.0,3,37.08,1500
9.0,6,35.51,1250
9.0,9,40.38,2000
9.0,14,35.87,3250
9.0,15,41.93,-2750
9.0,18,43.99,250
9.0,21,37.66,250
9.0,22,41.37,1500
9.0,27,38.38,0
9.0,28,35.6,1500
9.5,3,35.86,1500
9.5,6,35.47,1250
9.5,9,39.87,2000
9.5,14,36.39,3250
9.5,15,41.8,-2750
9.5,18,43.41,250
9.5,21,39.32,250
9.5,22,42.59,1500
9.5,27,38.1,0
9.5,29,38.33,-3500
10.0,4,35.15,-4500
10.0,6,35.23,1250
10.0,9,39.6,2000
10.0,14,36.23,3250
10.0,15,42.26,-2750
10.0,17,35.54,-4500
10.0,18,43.07,250
10.0,21,38.77,250
10.0,22,43.01,1500
10.0,26,35.7,-4750
10.0,27,37.56,0
10.0,29,36.02,-3500
10.5,3,35.06,1500
10.5,6,36.07,1250
10.5,9,40.19,2000
10.5,15,42.18,-2750
10.5,18,42.16,250
10.5,21,38.99,250
10.5,22,43.22,1500
10.5,24,35.2,4000
10.5,27,35.98,0
10.5,29,38.7,-3500
10.5,30,35.86,750
11.0,2,35.28,5000
11.0,3,37.51,1500
11.0,4,35.06,-3500
11.0,6,36.55,1250
11.0,9,39.12,2000
11.0,14,35.16,3250
11.0,15,42.39,-2750
11.0,18,42.74,250
11.0,21,39.53,250
11.0,22,43.82,1500
11.0,27,37.95,0
11.0,29,38.01,-3500
11.0,31,35.26,3750
11.5,3,35.23,2000
11.5,5,35.63,-2750
11.5,6,37.28,1250
11.5,9,39.54,2000
11.5,14,35.14,-6000
11.5,15,42.21,-2750
11.5,18,41.38,250
11.5,19,35.41,-2250
11.5,21,39.63,250
11.5,22,42.4,1500
11.5,27,40.46,0
11.5,29,36.22,-3500
12.0,6,35.06,-6000
12.0,9,38.23,2000
12.0,14,36.45,3250
12.0,15,42.4,-2750
12.0,18,42.7,250
12.0,21,40.08,250
12.0,22,43.74,1500
12.0,25,35.18,5000
12.0,27,40.2,0
12.0,29,37.61,-3500
12.5,6,36.16,1250
12.5,7,35.51,3250
12.5,9,39.53,2000
12.5,15,41.32,-2750
12.5,18,43.03,250
12.5,21,39.92,250
12.5,22,42.69,1500
12.5,27,38.93,0
12.5,29,37.95,-3500
12.5,31,35.02,2000
13.0,2,35.86,5750
13.0,3,37.05,1500
13.0,6,35.43,1250
13.0,9,40.13,2000
13.0,11,35.29,5750
13.0,15,42.84,-2750
13.0,16,35.15,-4750
13.0,18,43.06,250
13.0,21,39.48,250
13.0,22,43.42,1500
13.0,26,35.11,1250
13.0,27,36.36,0
13.0,29,36.3,-3500
13.5,1,35.83,-5000
13.5,3,35.2,-1750
13.5,6,37.64,1250
13.5,9,39.35,2000
13.5,11,35.05,-6000
13.5,15,41.74,-2750
13.5,18,42.24,250
13.5,21,38.69,250
13.5,22,43.04,1500
13.5,27,38.48,0
13.5,29,36.75,-3500
14.0,3,36.01,1500
14.0,4,35.13,-1750
14.0,6,38.91,1250
14.0,9,38.83,2000
14.0,11,35.04,-5750
14.0,14,35.72,-4250
14.0,15,42.18,-2750
14.0,18,42.62,250
14.0,21,39.18,250
14.0,22,42.66,1500
14.0,27,39.64,0
14.0,29,36.21,-3500
14.0,32,35.39,3250
14.5,1,35.41,-4000
14.5,3,36.93,1500
14.5,6,37.31,1250
14.5,9,39.7,2000
14.5,15,42.59,-2750
14.5,18,43.04,250
14.5,19,35.06,1500
14.5,21,38.69,250
14.5,22,42.16,1500
14.5,27,39.74,0
14.5,29,38.02,-3500
15.0,2,35.08,-5500
15.0,3,35.27,-1000
15.0,6,36.76,1250
15.0,9,39.42,2000
15.0,15,41.89,-2750
15.0,18,42.7,250
15.0,21,40.01,250
15.0,22,43.31,1500
15.0,25,35.65,3250
15.0,27,39.51,0
15.0,29,36.21,-3500
15.0,31,35.01,-3250
15.5,4,35.24,4250
15.5,5,35.2,-5500
15.5,9,39.54,2000
15.5,15,42.05,-2750
15.5,18,42.34,250
15.5,21,37.73,250
15.5,22,43.1,1500
15.5,24,35.01,3000
15.5,26,35.94,3750
15.5,27,38.74,0
15.5,29,35.87,-3500
16.0,6,38.22,1250
16.0,9,37.28,2000
16.0,14,36.33,3250
16.0,15,40.82,-2750
16.0,16,36.04,3000
16.0,17,35.29,2250
16.0,18,41.78,250
16.0,20,35.32,-1250
16.0,21,39.5,250
16.0,22,42.39,1500
16.0,24,35.1,4500
16.0,27,38.32,0
16.0,29,37.77,-3500
16.0,30,35.01,2500
16.5,1,35.2,-500
16.5,5,35.07,-5500
16.5,6,38.17,1250
16.5,9,39.42,2000
16.5,11,35.22,-2250
16.5,15,42.0,-2750
16.5,16,35.51,-1000
16.5,18,42.59,250
16.5,21,39.22,250
16.5,22,41.83,1500
16.5,25,35.22,-4000
16.5,27,39.36,0
16.5,28,36.27,500
16.5,29,40.21,-3500
17.0,3,35.93,1500
17.0,6,35.6,1250
17.0,7,35.37,-4750
17.0,9,38.29,2000
17.0,10,35.27,1500
17.0,15,41.96,-2750
17.0,18,42.8,250
17.0,21,38.81,250
17.0,22,43.09,1500
17.0,27,39.25,0
17.0,28,35.79,-3000
17.0,29,36.28,-750
17.0,32,35.09,4250
17.5,1,35.02,2250
17.5,3,35.13,1500
17.5,6,36.88,1250
17.5,15,41.39,-2750
17.5,18,42.21,250
17.5,19,36.29,-1750
17.5,21,40.03,250
17.5,22,41.61,1500
17.5,23,35.2,5250
17.5,27,38.18,0
17.5,29,35.65,-3500
18.0,1,35.02,-2500
18.0,3,36.68,1500
18.0,4,35.71,-1000
18.0,6,36.23,1250
18.0,7,35.02,-5500
18.0,9,38.81,2000
18.0,13,35.25,-1000
18.0,14,35.0,3250
18.0,15,42.19,-2750
18.0,18,42.09,250
18.0,19,35.15,5250
18.0,21,39.2,250
18.0,22,42.96,1500
18.0,23,35.08,3000
18.0,24,35.03,4500
18.0,27,38.92,0
18.0,28,35.44,4500
18.0,29,36.78,-3500
18.0,31,35.17,-5750
18.5,2,35.23,-5750
18.5,3,35.29,1500
18.5,6,35.65,1250
18.5,9,38.36,2000
18.5,10,35.61,250
18.5,12,35.16,-4000
18.5,14,36.63,3250
18.5,15,43.1,-2750
18.5,18,41.75,250
18.5,21,37.94,250
18.5,22,42.7,1500
18.5,27,40.05,0
18.5,29,35.88,-3500
18.5,32,35.88,-5500
19.0,1,35.62,5250
19.0,4,35.39,1000
19.0,6,37.02,1250
19.0,9,39.85,2000
19.0,11,35.0,-1500
19.0,15,42.15,-2750
19.0,18,42.95,250
19.0,21,38.83,250
19.0,22,42.43,1500
19.0,24,36.08,0
19.0,27,40.45,0
19.0,29,36.92,-3500
19.0,31,35.45,2750
19.5,1,35.65,5750
19.5,2,35.05,-5000
19.5,3,37.99,1500
19.5,6,37.63,1250
19.5,9,36.82,2000
19.5,14,37.63,3250
19.5,15,41.91,-2750
19.5,18,42.34,250
19.5,21,39.79,250
19.5,22,42.44,1500
19.5,27,39.14,0
19.5,28,35.22,-2000
19.5,29,35.29,-3500
19.5,32,35.38,-2500
20.0,1,35.14,-3500
20.0,3,35.05,4250
20.0,7,35.07,-3250
20.0,9,37.71,2000
20.0,12,35.15,-5250
20.0,14,35.61,4000
20.0,15,41.98,-2750
20.0,17,35.3,1000
20.0,18,42.48,250
20.0,21,37.36,250
20.0,22,41.86,1500
20.0,26,35.08,-1750
20.0,27,40.78,0
20.5,6,37.36,1250
20.5,7,35.19,5250
20.5,8,35.55,-3250
20.5,9,36.71,2000
20.5,14,36.87,3250
20.5,15,42.19,-2750
20.5,18,42.17,250
20.5,19,35.13,5000
20.5,20,35.36,2500
20.5,21,37.94,250
20.5,22,43.25,1500
20.5,27,39.67,0
20.5,29,38.57,-3500
20.5,30,35.73,3250
21.0,3,35.25,5250
21.0,9,38.95,2000
21.0,12,35.06,3250
21.0,14,35.94,3250
21.0,15,41.78,-2750
21.0,17,35.31,-3750
21.0,18,42.82,250
21.0,21,36.79,250
21.0,22,43.36,1500
21.0,23,35.2,3250
21.0,25,35.63,3750
21.0,27,40.63,0
21.0,31,35.27,-1500
21.5,3,36.65,1500
21.5,8,35.12,-2000
21.5,9,35.9,2000
21.5,14,35.41,3250
21.5,15,42.19,-2750
21.5,18,42.01,250
21.5,21,37.25,250
21.5,22,42.09,1500
21.5,27,40.02,0
21.5,28,35.26,4500
21.5,29,35.85,-5750
22.0,3,38.62,1500
22.0,5,35.01,3000
22.0,6,36.75,1250
22.0,9,38.1,2000
22.0,13,35.22,-4250
22.0,14,35.55,3250
22.0,15,41.19,-2750
22.0,18,43.05,250
22.0,21,37.76,250
22.0,22,42.99,1500
22.0,25,35.65,3750
22.0,27,37.81,0
22.0,29,35.46,-1250
22.5,3,36.19,1500
22.5,6,36.43,1250
22.5,8,35.01,500
22.5,9,38.22,2000
22.5,13,35.36,-3500
22.5,14,35.08,-2000
22.5,15,41.17,-2750
22.5,18,42.5,250
22.5,21,38.36,250
22.5,22,43.5,1500
22.5,23,35.09,3750
22.5,27,39.81,0
22.5,29,36.42,-3500
22.5,30,35.15,3500
23.0,4,35.13,-2500
23.0,6,38.25,1250
23.0,9,37.53,2000
23.0,11,35.69,-2500
23.0,15,42.3,-2750
23.0,18,42.83,250
23.0,21,38.55,250
23.0,22,42.58,1500
23.0,27,38.56,0
23.0,29,35.37,-3500
23.5,2,35.52,1250
23.5,3,35.58,-750
23.5,4,36.33,-2250
23.5,6,35.38,1250
23.5,9,38.57,2000
23.5,10,35.67,-5750
23.5,15,41.61,-2750
23.5,18,43.38,250
23.5,21,36.08,250
23.5,22,42.74,1500
23.5,24,35.24,-3000
23.5,26,35.78,-250
23.5,27,39.8,0
23.5,29,35.8,-3500
24.0,3,36.85,1500
24.0,4,35.43,4000
24.0,6,36.72,1250
24.0,9,38.67,2000
24.0,12,35.74,0
24.0,14,35.07,3250
24.0,15,40.99,-2750
24.0,18,43.65,250
24.0,19,35.04,2000
24.0,21,37.13,250
24.0,22,42.52,1500
24.0,24,35.02,-3000
24.0,26,35.11,3500
24.0,27,35.75,-6000
24.0,29,36.35,-3500
24.0,32,35.16,-5000
24.5,1,35.28,5250
24.5,3,36.28,1500
24.5,8,35.04,-4750
24.5,9,39.63,2000
24.5,15,41.81,-2750
24.5,18,41.54,250
24.5,21,37.98,250
24.5,22,41.95,1500
24.5,23,35.12,5500
24.5,27,40.89,0
24.5,29,36.9,-3500
25.0,1,35.31,-1000
25.0,6,38.39,1250
25.0,8,35.85,2000
25.0,9,37.72,2000
25.0,13,35.79,-2250
25.0,15,42.4,-2750
25.0,18,41.84,250
25.0,21,37.71,250
25.0,22,43.12,1500
25.0,24,35.08,-1000
25.0,27,39.36,0
25.0,28,35.1,4500
25.0,29,36.23,-3500
25.5,6,35.64,1250
25.5,8,35.35,-4250
25.5,9,37.97,2000
25.5,13,35.06,-3000
25.5,15,40.18,-2750
25.5,18,42.44,250
25.5,21,38.25,250
25.5,22,42.83,1500
25.5,25,35.31,2000
25.5,27,37.04,0
25.5,29,35.75,4500
26.0,3,38.34,1500
26.0,5,35.53,-750
26.0,6,35.06,1250
26.0,9,39.14,2000
26.0,15,40.34,-2750
26.0,16,35.1,-2000
26.0,18,41.83,250
26.0,20,35.8,5500
26.0,21,37.88,250
26.0,22,43.24,1500
26.0,24,35.35,4750
26.0,25,35.81,5250
26.0,27,39.11,0
26.0,29,35.12,3500
26.0,31,35.08,1000
26.0,32,35.0,-1750
26.5,3,35.74,1500
26.5,4,36.52,-3750
26.5,5,35.18,3750
26.5,6,37.13,1250
26.5,7,35.14,-250
26.5,9,38.32,2000
26.5,12,35.55,-2750
26.5,15,39.64,-2750
26.5,18,42.2,250
26.5,21,40.06,250
26.5,22,43.2,1500
26.5,23,35.02,-3750
26.5,26,35.24,3000
26.5,27,36.84,0
27.0,2,35.48,-3000
27.0,3,36.05,1500
27.0,5,35.87,-2000
27.0,6,37.37,1250
27.0,9,37.66,2000
27.0,10,35.84,5000
27.0,11,35.99,2750
27.0,14,35.64,3250
27.0,15,40.27,-2750
27.0,18,43.0,250
27.0,21,38.19,250
27.0,22,43.48,1500
27.0,24,35.17,2750
27.0,27,39.43,0
27.0,32,35.11,4500
27.5,6,36.67,1250
27.5,9,38.4,2000
27.5,15,41.95,-2750
27.5,16,35.8,750
27.5,18,41.79,250
27.5,21,40.81,250
27.5,22,43.4,1500
27.5,27,39.27,0
27.5,29,35.63,-3500
28.0,3,35.38,-5000
28.0,4,35.0,-250
28.0,6,38.02,1250
28.0,7,35.05,-5750
28.0,9,37.83,2000
28.0,10,35.06,2000
28.0,12,35.62,0
28.0,15,40.61,-2750
28.0,18,42.21,250
28.0,20,35.21,-5000
28.0,21,39.49,250
28.0,22,43.36,1500
28.0,25,35.66,-4250
28.0,27,38.65,0
28.0,29,35.4,-3500
28.0,30,36.25,-1250
28.5,4,35.16,-4750
28.5,6,37.63,1250
28.5,7,35.43,-2000
28.5,9,38.99,2000
28.5,10,35.2,2500
28.5,13,35.67,750
28.5,14,36.52,3250
28.5,15,40.82,-2750
28.5,18,41.9,250
28.5,19,35.04,-4000
28.5,21,39.85,250
28.5,22,43.11,1500
28.5,26,35.71,-250
28.5,27,39.49,0
28.5,29,35.98,-1500
29.0,1,35.01,-3500
29.0,2,35.25,5250
29.0,3,37.88,1500
29.0,6,38.24,1250
29.0,9,39.37,2000
29.0,14,35.97,-500
29.0,15,41.4,-2750
29.0,18,40.86,250
29.0,21,38.36,250
29.0,22,43.42,1500
29.0,24,35.02,4250
29.0,27,38.08,0
29.0,29,35.52,-3500
29.0,32,35.13,-750
29.5,3,36.49,1500
29.5,5,35.93,-500
29.5,6,37.55,1250
29.5,9,39.04,2000
29.5,15,40.09,-2750
29.5,18,42.52,250
29.5,21,38.78,250
29.5,22,43.62,1500
29.5,23,35.48,250
29.5,27,38.85,0
29.5,29,36.13,-3500
30.0,3,35.03,1500
30.0,6,36.53,1250
30.0,8,35.24,-5500
30.0,9,38.49,2000
30.0,11,35.08,5500
30.0,14,35.39,500
30.0,15,41.31,-2750
30.0,18,42.32,250
30.0,21,39.56,250
30.0,22,43.52,1500
30.0,27,38.11,0
30.0,28,35.22,-4000
30.0,29,36.51,-3500
30.0,31,35.61,-500
30.0,32,35.23,2000
30.5,1,35.14,0
30.5,3,37.28,1500
30.5,6,37.65,1250
30.5,9,38.42,2000
30.5,11,35.16,-4250
30.5,12,35.62,-5500
30.5,14,35.27,250
30.5,15,41.36,-2750
30.5,18,42.25,250
30.5,21,40.43,250
30.5,22,43.62,1500
30.5,27,38.16,0
30.5,32,35.38,-5500
31.0,6,35.58,1250
31.0,9,38.45,2000
31.0,15,41.89,-2750
31.0,18,41.69,250
31.0,21,39.72,250
31.0,22,43.28,1500
31.0,27,39.42,0
31.0,29,37.23,-3500
31.0,30,35.13,4000
31.0,31,35.78,250
31.5,1,35.02,4250
31.5,3,35.75,1500
31.5,6,39.03,1250
31.5,7,36.0,-1750
31.5,9,39.2,2000
31.5,14,36.54,3250
31.5,15,41.08,-2750
31.5,18,42.5,250
31.5,21,39.68,250
31.5,22,43.5,1500
31.5,26,35.11,-1500
31.5,27,36.57,0
31.5,29,37.67,-3500
32.0,3,35.05,1500
32.0,6,37.72,1250
32.0,8,35.04,4750
32.0,9,39.74,2000
32.0,14,35.08,0
32.0,15,41.25,-2750
32.0,16,35.72,0
32.0,18,41.92,250
32.0,20,35.69,3000
32.0,21,41.03,250
32.0,22,43.29,1500
32.0,23,35.0,2750
32.0,24,35.53,-1750
32.0,27,39.87,0
32.0,29,35.6,-3500
32.5,3,36.2,1500
32.5,4,35.56,4000
32.5,6,37.49,1250
32.5,9,38.46,2000
32.5,15,41.84,-2750
32.5,18,42.23,250
32.5,21,39.07,250
32.5,22,42.94,1500
32.5,26,35.2,-2750
32.5,27,38.21,0
32.5,29,35.9,-3500
32.5,31,35.38,4000
33.0,3,35.58,1500
33.0,4,35.76,-2000
33.0,6,37.04,1250
33.0,8,36.23,1750
33.0,9,37.24,2000
33.0,11,35.07,750
33.0,13,35.92,-1500
33.0,15,41.18,-2750
33.0,18,41.95,250
33.0,21,39.16,250
33.0,22,43.59,1500
33.0,23,35.95,2500
33.0,24,35.19,-5750
33.0,26,35.55,4000
33.0,27,38.94,0
33.0,28,35.07,5000
33.0,29,35.05,-3500
33.5,1,35.01,3000
33.5,3,36.36,1500
33.5,6,37.04,1250
33.5,9,39.46,2000
33.5,10,35.44,2500
33.5,15,40.77,-2750
33.5,18,42.37,250
33.5,20,35.01,0
33.5,21,41.0,250
33.5,22,44.28,1500
33.5,27,39.31,0
33.5,29,35.85,-3500
33.5,32,35.59,-3750
34.0,6,37.96,1250
34.0,9,38.27,2000
34.0,11,35.05,-250
34.0,15,39.11,-2750
34.0,16,35.16,250
34.0,18,41.85,250
34.0,21,39.66,250
34.0,22,43.47,1500
34.0,27,37.54,0
34.0,31,35.87,-5500
34.0,32,35.38,-1250
34.5,1,35.02,-3500
34.5,2,35.41,-5500
34.5,3,35.41,-2000
34.5,6,37.93,1250
34.5,7,35.04,-5500
34.5,9,38.35,2000
34.5,15,40.06,-2750
34.5,18,41.98,250
34.5,19,35.43,750
34.5,21,38.5,250
34.5,22,43.02,1500
34.5,23,35.08,-3500
34.5,27,39.39,0
34.5,30,35.06,5000
35.0,3,35.2,1500
35.0,5,35.34,-4250
35.0,6,37.52,1250
35.0,7,35.22,0
35.0,9,37.92,2000
35.0,15,40.15,-2750
35.0,18,41.43,250
35.0,21,40.07,250
35.0,22,43.95,1500
35.0,27,40.43,0
35.0,29,35.94,-3500
35.5,1,35.24,-2000
35.5,6,35.58,1250
35.5,9,37.95,2000
35.5,15,40.78,-2750
35.5,18,41.82,250
35.5,20,35.02,-3750
35.5,21,39.57,250
35.5,22,42.49,1500
35.5,24,35.26,-2750
35.5,27,40.07,0
35.5,29,35.96,-3500
35.5,31,35.16,2500
36.0,4,35.18,1500
36.0,6,38.87,1250
36.0,9,38.76,2000
36.0,11,35.71,-2750
36.0,15,41.69,-2750
36.0,16,35.72,5750
36.0,18,40.75,250
36.0,21,39.89,250
36.0,22,42.1,1500
36.0,25,35.1,0
36.0,26,35.4,-3250
36.0,27,38.55,0
36.0,29,36.45,-3500
36.0,30,35.05,1750
36.5,5,36.35,-3250
36.5,6,40.36,1250
36.5,7,35.03,3000
36.5,9,37.78,2000
36.5,15,42.19,-2750
36.5,18,42.04,250
36.5,21,38.78,250
36.5,22,42.45,1500
36.5,27,37.65,0
36.5,31,35.42,1500
37.0,3,35.54,1500
37.0,4,35.04,3000
37.0,6,40.08,1250
37.0,9,40.4,2000
37.0,11,35.14,-1500
37.0,14,35.21,3250
37.0,15,40.2,-2750
37.0,18,42.13,250
37.0,20,35.63,-1000
37.0,21,40.39,250
37.0,22,42.75,1500
37.0,27,38.53,0
37.5,3,37.57,1500
37.5,5,35.3,-500
37.5,6,36.5,1250
37.5,9,38.73,2000
37.5,12,36.04,-3750
37.5,15,41.39,-2750
37.5,18,41.43,250
37.5,21,37.85,250
37.5,22,42.86,1500
37.5,27,38.87,0
37.5,29,35.62,-3500
38.0,2,35.13,3250
38.0,3,35.59,1500
38.0,6,36.34,1250
38.0,9,41.18,2000
38.0,11,35.24,4500
38.0,14,36.05,3250
38.0,15,40.95,-2750
38.0,18,40.44,250
38.0,21,40.15,250
38.0,22,43.93,1500
38.0,27,39.03,0
38.0,28,35.47,-1250
38.0,29,37.29,-3500
38.0,32,35.32,1750
38.5,2,35.53,1500
38.5,3,37.19,1500
38.5,6,38.44,1250
38.5,8,35.27,4000
38.5,9,40.11,2000
38.5,15,40.98,-2750
38.5,18,41.59,250
38.5,21,36.94,250
38.5,22,43.39,1500
38.5,27,37.42,0
38.5,29,36.05,-3500
39.0,1,35.09,-3750
39.0,5,35.03,3500
39.0,6,37.88,1250
39.0,9,38.66,2000
39.0,11,35.28,2250
39.0,13,35.4,2500
39.0,14,37.08,3250
39.0,15,40.45,-2750
39.0,17,35.78,-5250
39.0,18,42.44,250
39.0,19,35.42,250
39.0,21,40.07,250
39.0,22,43.38,1500
39.0,24,35.34,2750
39.0,26,35.47,3500
39.0,27,37.64,0
39.0,30,35.09,4000
39.5,3,37.17,1500
39.5,6,37.96,1250
39.5,7,35.24,250
39.5,9,39.38,2000
39.5,10,35.13,-6000
39.5,15,40.9,-2750
39.5,18,41.53,250
39.5,21,39.6,250
39.5,22,43.04,1500
39.5,27,38.55,0
39.5,29,36.96,-3500
39.5,31,35.48,1500
39.5,32,35.16,2000
40.0,6,35.33,1250
40.0,9,40.43,2000
40.0,13,35.3,2500
40.0,15,41.76,-2750
40.0,18,42.42,250
40.0,21,40.75,250
40.0,22,43.16,1500
40.0,27,37.8,0
40.0,28,35.95,3000
40.0,29,37.55,-3500
40.0,31,35.13,4500
40.5,3,38.11,1500
40.5,6,37.69,1250
40.5,9,39.92,2000
40.5,15,42.19,-2750
40.5,18,42.45,250
40.5,21,40.07,250
40.5,22,43.17,1500
40.5,26,35.38,5500
40.5,27,38.25,0
40.5,28,35.66,5000
40.5,29,35.27,-3500
41.0,3,35.94,1500
41.0,6,37.42,1250
41.0,9,39.11,2000
41.0,13,35.69,1250
41.0,15,41.09,-2750
41.0,18,41.63,250
41.0,21,40.7,250
41.0,22,43.15,1500
41.0,25,35.13,5000
41.0,26,35.13,5500
41.0,27,39.38,0
41.0,29,36.57,-3500
41.5,1,35.09,4250
41.5,3,35.31,1500
41.5,6,37.97,1250
41.5,7,35.11,500
41.5,9,40.47,2000
41.5,11,35.15,500
41.5,12,35.12,250
41.5,14,35.15,-5000
41.5,15,42.08,-2750
41.5,18,41.92,250
41.5,21,37.46,250
41.5,22,43.85,1500
41.5,23,36.33,-250
41.5,27,35.74,-1750
41.5,29,37.48,-3500
42.0,6,35.68,1250
42.0,9,39.15,2000
42.0,14,35.36,3250
42.0,15,42.3,-2750
42.0,17,35.3,-750
42.0,18,40.47,250
42.0,21,38.94,250
