Time,PRN,CN0_dBHz,Doppler
31.5,22,44.14,1500
31.5,24,35.48,-4000
31.5,26,35.31,-2750
31.5,27,39.18,0
31.5,32,35.22,-3750
32.0,3,35.94,1500
32.0,5,35.5,-4750
32.0,6,39.21,1250
32.0,9,37.9,2000
32.0,10,35.39,1750
32.0,15,41.61,-2750
32.0,18,39.06,500
32.0,21,40.31,250
32.0,22,43.55,1500
32.0,27,36.85,0
32.0,29,35.59,-3500
32.0,31,35.11,-1000
32.0,32,35.04,2500
32.5,3,35.94,1500
32.5,6,38.72,1250
32.5,9,38.39,2000
32.5,10,35.23,5000
32.5,11,36.08,-1250
32.5,15,41.34,-2750
32.5,18,39.29,500
32.5,20,35.12,-3000
32.5,21,40.36,250
32.5,22,43.67,1500
32.5,23,35.38,5250
32.5,26,35.08,-2750
32.5,27,36.74,0
33.0,2,35.07,-750
33.0,3,37.4,1500
33.0,6,40.7,1250
33.0,8,35.23,500
33.0,9,36.75,2000
33.0,12,35.49,-3000
33.0,15,42.16,-2750
33.0,17,35.01,1750
33.0,18,41.17,250
33.0,19,35.65,2250
33.0,21,40.84,250
33.0,22,43.85,1500
33.0,27,37.22,0
33.0,29,35.64,-3500
33.0,30,35.86,-2000
33.5,3,36.37,1500
33.5,6,36.97,1250
33.5,9,40.41,2000
33.5,14,35.18,3250
33.5,15,41.34,-2750
33.5,18,41.85,250
33.5,21,39.36,250
33.5,22,43.64,1500
33.5,25,35.05,3250
33.5,27,39.67,0
34.0,3,37.46,1500
34.0,6,36.31,1250
34.0,9,36.57,2000
34.0,13,35.52,-2250
34.0,14,36.79,3250
34.0,15,40.89,-2750
34.0,18,42.72,250
34.0,20,35.02,-3000
34.0,21,39.59,250
34.0,22,42.55,1500
34.0,27,39.22,0
34.0,29,36.01,-3500
34.5,3,35.09,1500
34.5,4,35.06,-4000
34.5,5,35.12,2750
34.5,6,36.81,1250
34.5,9,39.53,2000
34.5,15,42.18,-2750
34.5,18,38.46,500
34.5,21,40.06,250
34.5,22,42.82,1500
34.5,27,36.06,0
34.5,29,36.69,-3500
35.0,3,35.35,1500
35.0,4,35.73,4500
35.0,6,36.88,1250
35.0,8,35.15,-3750
35.0,9,39.68,2000
35.0,15,40.97,-2750
35.0,17,35.72,-2750
35.0,18,41.64,250
35.0,19,35.04,750
35.0,21,39.09,250
35.0,22,43.32,1500
35.0,27,39.62,0
35.0,29,35.23,-3500
35.0,30,35.48,-3250
35.0,31,35.29,2000
35.5,3,37.45,1500
35.5,6,36.9,1250
35.5,7,35.06,4500
35.5,9,38.66,2000
35.5,11,36.03,4750
35.5,12,35.7,-4750
35.5,14,35.74,3250
35.5,15,40.7,-2750
35.5,16,35.65,-3000
35.5,17,35.09,3250
35.5,18,39.26,500
35.5,21,40.1,250
35.5,22,42.98,1500
35.5,27,38.83,0
35.5,29,36.23,-3500
36.0,3,36.68,1500
36.0,6,38.86,1250
36.0,9,37.98,2000
36.0,12,37.07,-5500
36.0,15,40.42,-2750
36.0,18,41.1,250
36.0,21,40.59,250
36.0,22,44.02,1500
36.0,26,35.1,2250
36.0,27,39.12,0
36.0,29,36.36,-3500
36.5,1,35.06,1750
36.5,3,35.12,-4500
36.5,6,38.92,1250
36.5,8,35.61,5500
36.5,9,38.62,2000
36.5,11,35.02,-500
36.5,13,35.04,-750
36.5,15,41.27,-2750
36.5,18,39.48,0
36.5,21,38.51,250
36.5,22,43.42,1500
36.5,27,37.6,0
36.5,29,35.17,4750
37.0,3,35.59,-5250
37.0,6,37.13,1250
37.0,9,37.6,2000
37.0,10,35.3,4500
37.0,14,35.93,3500
37.0,15,41.14,-2750
37.0,18,39.66,500
37.0,20,35.35,4000
37.0,21,40.39,250
37.0,22,43.56,1500
37.0,27,38.84,0
37.0,32,35.54,3750
37.5,3,35.41,1500
37.5,5,35.39,5500
37.5,6,38.92,1250
37.5,8,35.1,4000
37.5,14,35.56,3250
37.5,15,42.22,-2750
37.5,18,42.03,250
37.5,21,39.87,250
37.5,22,43.24,1500
37.5,23,35.11,-4000
37.5,27,37.58,0
37.5,29,37.97,-3500
37.5,32,35.61,1000
38.0,3,35.55,1500
38.0,6,36.18,1250
38.0,9,37.49,2000
38.0,15,41.31,-2750
38.0,18,42.4,250
38.0,21,41.12,250
38.0,22,42.07,1500
38.0,27,38.46,0
38.0,29,35.82,-3500
38.0,30,35.13,2000
38.5,3,36.91,1500
38.5,5,35.05,-3750
38.5,6,37.57,1250
38.5,9,38.17,2000
38.5,12,35.06,-2500
38.5,13,36.63,1750
38.5,15,42.75,-2750
38.5,16,35.26,-3250
38.5,18,39.17,500
38.5,21,40.03,250
38.5,22,43.71,1500
38.5,24,35.58,-3000
38.5,27,37.69,0
38.5,28,35.07,-1000
38.5,29,35.41,-3500
39.0,3,37.31,1500
39.0,6,36.5,1250
39.0,7,35.34,-5500
39.0,9,39.05,2000
39.0,15,42.97,-2750
39.0,18,41.2,250
39.0,19,35.07,5250
39.0,21,39.28,250
39.0,22,43.51,1500
39.0,27,37.16,0
39.0,28,35.14,1500
39.5,2,35.52,2500
39.5,3,36.11,5750
39.5,5,35.29,-5250
39.5,6,39.0,1250
39.5,9,38.69,2000
39.5,15,41.53,-2750
39.5,18,39.42,0
39.5,21,41.17,250
39.5,22,42.65,1500
39.5,23,35.09,-4750
39.5,24,35.18,5750
39.5,27,39.21,0
39.5,30,35.82,250
39.5,31,35.52,4000
39.5,32,35.32,2000
40.0,3,38.05,1500
40.0,4,35.26,0
40.0,5,35.26,-5750
40.0,6,35.06,1250
40.0,9,40.43,2000
40.0,12,35.26,3250
40.0,15,40.25,-2750
40.0,18,42.95,250
40.0,21,40.05,250
40.0,22,43.47,1500
40.0,25,35.54,1000
40.0,27,38.47,0
40.0,28,35.04,4750
40.0,30,35.88,-6000
40.5,3,36.23,1500
40.5,6,37.95,1250
40.5,9,40.19,2000
40.5,15,41.33,-2750
40.5,18,42.57,250
40.5,19,35.43,4000
40.5,21,39.78,250
40.5,22,44.0,1500
40.5,27,38.22,0
40.5,29,36.8,-3500
40.5,30,35.77,4250
41.0,1,35.79,-3250
41.0,3,35.4,1500
41.0,5,35.33,2500
41.0,6,39.08,1250
41.0,9,39.86,2000
41.0,12,35.56,-5250
41.0,14,36.44,3250
41.0,15,41.89,-2750
41.0,18,38.94,500
41.0,21,40.76,250
41.0,22,41.65,1500
41.0,27,37.26,0
41.5,2,35.67,-2750
41.5,3,37.46,1500
41.5,5,35.62,-5250
41.5,6,38.57,1250
41.5,8,35.61,1500
41.5,9,38.17,2000
41.5,15,43.17,-2750
41.5,17,35.35,-5000
41.5,18,38.24,500
41.5,21,40.14,250
41.5,22,42.54,1500
41.5,26,35.11,4000
41.5,27,36.4,0
41.5,29,35.79,-3500
41.5,30,35.21,-3000
42.0,6,36.53,1250
42.0,9,40.07,2000
42.0,14,35.6,3250
42.0,15,42.46,-2750
42.0,18,41.79,250
42.0,21,38.97,250
42.0,22,44.06,1500
42.0,28,35.04,250
42.0,29,35.14,-3500
42.5,3,37.51,1500
42.5,6,37.62,1250
42.5,9,40.17,2000
42.5,15,41.79,-2750
42.5,18,41.42,250
42.5,21,39.51,250
42.5,22,43.12,1500
42.5,27,39.95,0
43.0,6,37.33,1250
43.0,9,38.79,2000
43.0,15,41.28,-2750
43.0,17,36.04,1750
43.0,18,41.21,250
43.0,21,40.37,250
43.0,22,43.28,1500
43.0,24,35.9,4500
43.0,26,36.09,-1750
43.0,27,35.34,-1750
43.0,28,35.06,-1750
