Time,PRN,CN0_dBHz,Doppler
6.0,18,42.61,250
6.0,20,35.18,0
6.0,21,40.09,250
6.0,22,42.51,1500
6.0,24,35.11,-500
6.0,27,39.57,0
6.0,29,35.02,-3500
6.5,3,38.58,1500
6.5,6,38.42,1250
6.5,10,35.28,500
6.5,15,38.29,-2750
6.5,18,42.1,250
6.5,19,35.55,5500
6.5,21,38.56,250
6.5,22,37.56,1250
6.5,23,35.06,5750
6.5,27,36.33,0
6.5,29,37.11,-3500
6.5,31,35.03,4750
7.0,3,37.69,1500
7.0,6,36.19,1250
7.0,9,39.57,2000
7.0,10,35.12,-6000
7.0,12,35.4,5750
7.0,15,41.77,-2750
7.0,16,35.34,1500
7.0,18,41.64,250
7.0,21,39.82,250
7.0,22,43.67,1500
7.0,25,35.18,-4500
7.0,27,38.9,0
7.0,29,36.24,-3500
7.0,30,35.15,4750
7.5,3,35.04,-3500
7.5,6,35.14,1250
7.5,9,36.82,2250
7.5,15,40.48,-2750
7.5,18,42.23,250
7.5,21,39.27,250
7.5,22,38.79,1500
7.5,24,35.06,-3500
7.5,27,36.91,0
7.5,29,35.26,-3500
7.5,32,35.25,2500
8.0,3,37.86,1500
8.0,9,37.04,2250
8.0,11,35.52,5750
8.0,15,40.15,-2750
8.0,18,42.93,250
8.0,19,36.58,-6000
8.0,21,38.25,250
8.0,22,39.02,1750
8.0,27,37.31,0
8.0,29,35.84,-3500
8.5,3,37.93,1500
8.5,5,35.93,3750
8.5,7,35.03,1250
8.5,9,38.42,2000
8.5,15,42.17,-2750
8.5,18,42.16,250
8.5,20,35.12,1500
8.5,21,37.11,250
8.5,22,42.11,1500
8.5,23,35.1,-1500
8.5,27,38.03,0
8.5,29,39.43,-3500
9.0,1,35.72,-4250
9.0,3,37.99,1500
9.0,6,35.64,1250
9.0,9,35.55,2250
9.0,15,42.41,-2750
9.0,18,43.18,250
9.0,19,35.24,5000
9.0,21,40.01,250
9.0,22,42.6,1500
9.0,25,35.62,2500
9.0,29,35.38,-3500
9.0,31,35.23,-4750
9.5,2,35.94,250
9.5,3,36.4,1500
9.5,9,40.17,2000
9.5,14,36.52,3250
9.5,15,41.61,-2750
9.5,18,43.45,250
9.5,21,39.68,250
9.5,22,42.56,1500
9.5,28,35.44,3750
9.5,29,36.4,-3500
10.0,3,38.26,1500
10.0,5,35.27,2750
10.0,6,36.23,1250
10.0,9,38.14,2000
10.0,10,36.13,1750
10.0,12,35.23,3750
10.0,15,40.08,-2750
10.0,17,35.02,4250
10.0,18,43.21,250
10.0,21,39.0,250
10.0,22,38.55,1250
10.0,27,38.8,0
10.0,29,35.16,-3500
10.5,3,38.06,1500
10.5,6,37.82,1250
10.5,9,36.59,2250
10.5,11,35.03,5500
10.5,14,35.44,-1000
10.5,15,42.0,-2750
10.5,16,35.18,-1000
10.5,18,42.49,250
10.5,21,40.02,250
10.5,22,42.83,1500
10.5,27,38.09,0
10.5,29,35.24,-3500
11.0,3,37.31,1500
11.0,6,36.3,1250
11.0,9,38.77,2000
11.0,11,35.26,3500
11.0,13,35.62,-5750
11.0,15,42.51,-2750
11.0,16,35.81,3500
11.0,18,42.96,250
11.0,21,38.3,250
11.0,22,43.78,1500
11.0,26,35.43,-1500
11.0,27,40.69,0
11.0,29,36.66,-3500
11.5,1,35.0,4000
11.5,2,35.13,1500
11.5,5,35.2,2750
11.5,6,38.89,1250
11.5,9,37.25,2250
11.5,10,35.31,4750
11.5,15,42.61,-2750
11.5,18,41.68,250
11.5,21,39.54,250
11.5,22,40.21,1500
11.5,26,35.4,-3750
11.5,27,38.85,0
11.5,29,35.27,-3500
11.5,30,35.14,-3000
12.0,3,37.25,1500
12.0,6,35.67,750
12.0,8,35.69,-1000
12.0,9,38.07,2250
12.0,10,35.84,-2750
12.0,11,35.28,-6000
12.0,15,40.48,-2750
12.0,17,35.13,-3250
12.0,18,42.48,250
12.0,20,35.25,-2000
12.0,21,38.98,250
12.0,22,39.13,1250
12.0,27,36.46,0
12.0,29,36.38,-3500
12.5,2,35.84,3750
12.5,3,37.02,1500
12.5,5,35.03,-2000
12.5,6,37.78,1250
12.5,9,38.32,2000
12.5,10,35.13,-1750
12.5,14,36.16,3250
12.5,15,40.55,-2750
12.5,18,42.6,250
12.5,19,35.07,-3500
12.5,21,36.24,250
12.5,22,39.21,1500
12.5,26,35.19,3000
12.5,27,35.73,0
12.5,28,35.07,-250
12.5,29,37.29,-3500
13.0,3,37.25,1500
13.0,6,38.86,1250
13.0,9,38.29,2000
13.0,12,35.01,-5750
13.0,15,43.04,-2750
13.0,18,43.3,250
13.0,19,35.32,-1750
13.0,21,38.68,250
13.0,22,42.84,1500
13.0,23,35.58,1750
13.0,27,39.75,0
13.0,28,35.2,5500
13.0,29,37.02,-3500
13.0,31,35.33,-5750
13.5,1,35.1,2250
13.5,6,36.3,1250
13.5,9,38.16,1750
13.5,15,40.65,-2750
13.5,17,35.05,500
13.5,18,42.68,250
13.5,20,35.15,5500
13.5,21,37.12,250
13.5,22,38.6,1250
13.5,28,35.59,3500
13.5,29,36.98,-3500
14.0,3,37.53,1500
14.0,4,35.04,4000
14.0,6,37.08,1250
14.0,8,35.24,-5000
14.0,9,37.71,2250
14.0,10,35.05,-2500
14.0,11,35.06,500
14.0,15,41.19,-2750
14.0,18,42.63,250
14.0,21,40.09,250
14.0,22,39.73,1500
14.0,26,35.01,250
14.0,27,36.0,-250
14.5,1,35.19,4000
14.5,2,35.2,-3750
14.5,3,36.06,1500
14.5,6,39.14,1250
14.5,9,40.54,2000
14.5,12,35.59,-500
14.5,15,42.12,-2750
14.5,18,42.34,250
14.5,21,38.84,250
14.5,22,43.27,1500
14.5,23,35.12,500
14.5,27,36.59,0
14.5,28,35.05,0
14.5,29,36.89,-3500
14.5,32,35.0,4500
15.0,3,37.26,1500
15.0,6,35.55,1250
15.0,8,36.07,0
15.0,9,38.71,2000
15.0,15,41.71,-2750
15.0,16,35.21,-6000
15.0,18,43.04,250
15.0,21,37.73,250
15.0,22,42.39,1500
15.0,23,35.65,750
15.0,24,35.02,-3500
15.0,27,40.97,0
15.0,28,35.92,5750
15.5,9,39.71,2000
15.5,15,42.8,-2750
15.5,18,43.03,250
15.5,21,36.15,250
15.5,22,42.66,1500
15.5,25,36.02,-4500
15.5,27,39.31,0
15.5,29,36.25,-3500
15.5,32,35.38,-5000
16.0,3,36.09,1500
16.0,6,36.21,1250
16.0,9,38.21,2000
16.0,14,36.76,3250
16.0,15,41.52,-2750
16.0,18,42.2,250
16.0,21,38.13,250
16.0,22,43.17,1500
16.0,26,35.58,1250
16.0,27,39.82,0
16.0,28,35.26,-750
16.0,29,38.97,-3500
16.5,1,35.37,-2500
16.5,6,37.53,1250
16.5,8,35.04,-5750
16.5,14,38.05,3250
16.5,15,40.12,-2750
16.5,18,42.14,250
16.5,21,39.07,250
16.5,22,40.26,1500
16.5,25,35.36,2000
16.5,27,35.32,0
16.5,29,37.4,-3500
16.5,32,35.38,4000
17.0,6,37.47,1250
17.0,9,39.02,2000
17.0,11,35.2,-2750
17.0,13,35.98,-3500
17.0,15,42.68,-2750
17.0,16,35.67,0
17.0,18,43.15,250
17.0,19,35.51,3500
17.0,20,35.95,2000
17.0,21,36.65,250
17.0,22,43.5,1500
17.0,27,40.19,0
17.0,28,36.07,-1500
17.0,29,36.84,-3500
17.5,6,35.96,1250
17.5,9,38.37,2250
17.5,14,37.5,3250
17.5,15,41.64,-2750
17.5,18,42.92,250
17.5,21,37.07,250
17.5,22,38.01,1250
17.5,27,36.56,0
17.5,29,37.02,-3500
18.0,1,35.65,5250
18.0,6,38.58,1250
18.0,9,38.97,2000
18.0,11,35.07,-4750
18.0,15,40.35,-2750
18.0,18,42.75,250
18.0,21,38.65,250
18.0,22,42.99,1500
18.0,23,35.44,-5750
18.0,27,38.38,0
18.0,29,36.83,-3500
18.0,30,35.24,-250
18.5,3,35.37,1500
18.5,6,36.57,1250
18.5,7,35.41,-2500
18.5,9,38.45,2000
18.5,12,35.66,1250
18.5,15,42.18,-2750
18.5,16,35.58,4250
18.5,18,42.32,250
18.5,19,35.02,1750
18.5,21,37.87,250
18.5,22,42.62,1500
18.5,27,39.06,0
18.5,29,38.19,-3500
18.5,31,35.05,3500
19.0,3,36.71,1500
19.0,6,35.35,4250
19.0,9,39.54,2000
19.0,10,35.31,500
19.0,12,35.11,2500
19.0,13,35.67,3500
19.0,15,41.97,-2750
19.0,18,42.99,250
19.0,19,35.27,5250
19.0,21,37.31,250
19.0,22,42.79,1500
19.0,27,38.34,0
19.0,29,37.42,-3500
19.0,32,36.65,-1500
19.5,3,36.46,1500
19.5,6,39.13,1250
19.5,9,37.53,2250
19.5,14,36.04,3250
19.5,15,40.59,-2750
19.5,18,42.41,250
19.5,20,36.8,-5750
19.5,21,39.51,250
19.5,22,37.8,1250
19.5,24,35.01,-5750
19.5,27,39.17,0
19.5,29,37.1,-3500
20.0,3,36.09,1500
20.0,5,35.18,-4250
20.0,6,39.02,1250
20.0,9,35.73,2250
20.0,12,35.64,0
20.0,15,39.47,-2750
20.0,18,43.29,250
20.0,20,35.23,-250
20.0,21,40.1,250
20.0,22,39.6,1500
20.0,26,35.71,-3500
20.0,27,36.57,-250
20.0,29,37.35,-3500
20.5,3,36.73,1500
20.5,6,38.97,1250
20.5,9,36.67,2250
20.5,15,41.04,-2750
20.5,16,35.01,-2250
20.5,18,42.37,250
20.5,21,39.51,250
20.5,22,38.37,1250
20.5,25,35.5,250
20.5,27,35.55,1000
20.5,29,37.07,-3500
21.0,3,35.38,1500
21.0,6,36.32,1250
21.0,9,35.89,2250
21.0,14,35.4,3250
21.0,15,43.1,-2750
21.0,16,35.01,5000
21.0,17,35.04,-4750
21.0,18,41.29,250
21.0,19,35.86,1750
21.0,21,37.14,250
21.0,22,38.26,1500
21.0,27,36.01,-250
21.0,29,35.98,-3500
21.5,3,35.1,1500
21.5,5,35.02,-1000
21.5,6,37.11,1250
21.5,7,35.31,500
21.5,8,35.33,0
21.5,9,36.79,2000
21.5,15,42.67,-2750
21.5,16,35.59,-750
21.5,17,35.28,-6000
21.5,18,42.32,250
21.5,21,39.96,250
21.5,22,41.89,1500
21.5,27,38.16,0
21.5,28,35.29,-2750
21.5,29,36.37,-3500
21.5,31,35.06,-1250
21.5,32,35.59,3250
22.0,3,36.68,1500
22.0,5,36.18,-3250
22.0,6,38.61,1250
22.0,8,35.76,-1000
22.0,9,35.9,2250
22.0,15,40.04,-2750
22.0,18,42.63,250
22.0,20,35.19,-1750
22.0,21,38.7,250
22.0,22,39.61,1250
22.0,27,37.49,0
22.0,29,36.85,-3500
22.5,2,35.16,-4000
22.5,3,37.58,1500
22.5,6,38.9,1250
22.5,8,36.23,-3750
22.5,9,39.66,2000
22.5,15,41.03,-2750
22.5,16,36.0,-1000
22.5,18,41.83,250
22.5,21,39.1,250
22.5,22,42.03,1500
22.5,25,35.36,-5000
22.5,26,35.06,3000
22.5,27,38.32,0
22.5,29,36.74,-3500
23.0,4,35.22,1250
23.0,6,37.92,1250
23.0,9,38.85,2000
23.0,13,35.26,750
23.0,15,41.82,-2750
23.0,18,41.92,250
23.0,21,37.75,250
23.0,22,42.36,1500
23.0,27,40.07,0
23.0,29,35.79,-3500
23.0,32,35.65,-3500
23.5,4,35.48,-1000
23.5,5,35.04,-2250
23.5,9,36.78,2250
23.5,12,35.29,-2250
23.5,15,41.58,-2750
23.5,18,41.61,250
23.5,20,35.02,-2000
23.5,21,38.68,250
23.5,22,39.81,1500
23.5,27,35.38,0
23.5,30,35.27,-1750
24.0,1,35.17,-5500
24.0,2,35.01,500
24.0,3,35.07,1500
24.0,9,38.66,2000
24.0,13,35.54,-5750
24.0,15,41.21,-2750
24.0,16,35.35,3250
24.0,18,43.14,250
24.0,21,39.56,250
24.0,22,42.35,1500
24.0,24,35.02,0
24.0,27,40.12,0
24.0,29,35.45,-2750
24.5,3,36.43,1500
24.5,6,35.89,1250
24.5,7,35.11,-2250
24.5,8,35.33,3000
24.5,9,35.27,2250
24.5,11,35.28,-3000
24.5,15,39.89,-2750
24.5,16,35.23,4250
24.5,18,41.9,250
24.5,21,38.75,250
24.5,22,38.65,1500
24.5,23,35.61,5500
24.5,25,35.82,-2000
24.5,27,37.05,0
24.5,29,35.47,5500
24.5,31,35.05,-4250
25.0,3,35.6,1500
25.0,6,35.3,1250
25.0,8,35.81,5500
25.0,9,38.98,2000
25.0,15,41.75,-2750
25.0,18,43.32,250
25.0,20,35.01,-3750
25.0,21,38.65,250
25.0,22,42.48,1500
25.0,27,38.98,0
25.0,29,37.3,-3500
25.0,31,35.44,-5000
25.5,3,36.15,1500
25.5,6,36.43,1250
25.5,9,35.04,-3500
25.5,13,35.09,1000
25.5,15,39.12,-2750
25.5,18,41.95,250
25.5,21,39.61,250
25.5,22,39.94,1500
25.5,24,36.06,-1250
25.5,28,35.27,-5750
26.0,4,35.14,1500
26.0,5,35.36,0
26.0,6,35.64,1250
26.0,8,35.49,5250
26.0,12,36.12,-250
26.0,14,36.61,3250
26.0,15,39.94,-2750
26.0,18,42.83,250
26.0,20,35.33,1000
26.0,21,39.35,250
26.0,22,38.73,1500
26.0,27,38.52,0
26.0,29,36.92,-3500
26.0,31,35.17,1500
26.5,3,37.57,1500
26.5,6,36.34,1250
26.5,15,41.7,-2750
26.5,18,40.77,250
26.5,21,37.61,250
26.5,22,38.68,1250
26.5,23,35.9,1250
26.5,27,38.02,0
26.5,29,35.67,-3500
26.5,31,35.06,1500
26.5,32,35.02,-1750
27.0,6,38.91,1250
27.0,7,35.05,4500
27.0,8,35.06,1500
27.0,9,36.59,2000
27.0,14,37.55,3250
27.0,15,42.24,-2750
27.0,17,35.19,-3750
27.0,18,41.35,250
27.0,20,35.26,1500
27.0,21,38.34,250
27.0,22,43.11,1500
27.0,24,35.95,5750
27.0,27,38.73,0
27.0,29,35.97,-3500
27.5,3,37.09,1500
27.5,6,39.14,1250
27.5,9,35.24,2250
27.5,14,35.46,3250
27.5,15,39.21,-2750
27.5,18,41.93,250
27.5,20,35.18,2500
27.5,21,38.96,250
27.5,22,40.87,1250
27.5,24,36.13,-5250
28.0,3,35.78,1500
28.0,4,35.3,2250
28.0,6,36.32,1250
28.0,9,37.36,2250
28.0,11,35.32,5000
28.0,15,39.63,-2750
28.0,18,41.05,250
28.0,19,35.14,2500
28.0,21,38.91,250
28.0,22,38.09,1250
28.0,27,38.02,0
28.0,29,38.31,-3500
28.5,3,35.26,-4750
28.5,6,37.23,1250
28.5,9,38.89,2000
28.5,13,35.21,-5500
28.5,14,36.11,3250
28.5,15,40.78,-2750
28.5,18,41.55,250
28.5,21,38.53,250
28.5,22,42.8,1500
28.5,27,39.68,0
28.5,31,35.26,-2750
29.0,1,35.17,1750
29.0,3,35.95,1500
29.0,6,36.83,1250
29.0,8,35.09,-5750
29.0,9,36.01,1750
29.0,13,35.54,1500
29.0,14,35.43,3250
29.0,15,39.19,-2750
29.0,16,35.4,3750
29.0,18,42.27,250
29.0,21,39.74,250
29.0,22,38.15,1250
29.0,26,35.58,1250
29.0,27,36.42,-250
29.0,29,37.32,-3500
29.5,2,35.63,3250
29.5,3,36.73,1500
29.5,6,37.56,1250
29.5,8,35.19,250
29.5,11,35.33,-5000
29.5,15,39.85,-2750
29.5,18,41.53,250
29.5,21,38.98,250
29.5,22,43.73,1500
29.5,23,35.2,-5750
29.5,27,38.91,0
29.5,28,35.01,-3000
30.0,3,37.62,1500
30.0,4,35.03,-5250
30.0,5,35.05,2250
30.0,9,37.65,2000
30.0,15,40.21,-2750
30.0,17,35.1,500
30.0,18,42.61,250
30.0,21,37.5,250
30.0,22,43.98,1500
30.0,24,35.15,-750
30.0,27,39.32,0
30.0,29,35.77,-3500
30.0,31,35.11,-3750
30.5,1,35.46,2000
30.5,4,35.32,-4750
30.5,6,36.61,1250
30.5,9,37.36,2000
30.5,13,35.38,3250
30.5,15,41.53,-2750
30.5,17,35.5,-500
30.5,18,42.1,250
30.5,21,37.52,250
30.5,22,42.98,1500
30.5,27,39.69,0
31.0,1,35.8,5250
31.0,3,36.49,1500
31.0,6,36.97,1250
31.0,8,35.48,3000
31.0,9,39.04,2000
31.0,14,35.65,3250
31.0,15,41.72,-2750
31.0,18,42.23,250
31.0,20,35.34,3500
31.0,21,39.85,250
31.0,22,43.05,1500
31.0,25,35.27,4750
31.0,27,39.78,0
31.0,29,36.67,-3500
31.0,31,36.05,5000
31.5,3,35.64,1500
31.5,5,35.19,-5500
31.5,6,35.41,1250
31.5,10,35.26,4500
31.5,14,35.76,3250
31.5,15,40.32,-2750
31.5,18,43.09,250
31.5,19,35.05,-1000
31.5,21,40.51,250
31.5,22,38.69,1250
31.5,27,36.55,0
31.5,29,36.2,-3500
31.5,30,35.18,-1750
31.5,31,36.17,-3500
32.0,6,37.85,1250
32.0,15,40.38,-2750
32.0,18,41.66,250
32.0,21,39.49,250
32.0,22,39.78,1500
32.0,23,35.06,2000
32.0,25,35.26,5500
32.0,26,35.34,-2500
32.0,27,37.88,0
32.0,28,35.39,-3750
32.5,3,35.27,1500
32.5,6,35.71,1250
32.5,9,38.68,2000
32.5,15,40.51,-2750
32.5,18,41.88,250
32.5,21,39.67,250
32.5,22,44.91,1500
32.5,27,36.61,0
32.5,28,35.89,2250
32.5,29,37.5,-3500
33.0,6,37.8,1250
33.0,9,36.42,2250
33.0,13,35.21,1500
33.0,15,40.39,-2750
33.0,18,43.17,250
33.0,19,35.55,-1500
33.0,21,38.51,250
33.0,22,37.97,1250
33.0,27,40.6,0
33.5,3,35.83,1500
33.5,6,37.16,1250
33.5,9,38.18,2000
33.5,14,35.44,2500
33.5,15,41.08,-2750
33.5,18,43.08,250
33.5,19,35.23,4500
33.5,21,38.7,250
33.5,22,43.91,1500
33.5,27,38.89,0
33.5,29,38.27,-3500
33.5,30,35.04,3000
34.0,3,36.32,1500
34.0,4,35.08,-4250
34.0,6,35.99,1250
34.0,9,38.61,2000
34.0,13,35.25,-5250
34.0,14,35.1,3250
34.0,15,40.85,-2750
34.0,18,41.85,250
34.0,20,35.17,5000
34.0,21,39.98,250
34.0,22,37.73,1250
34.0,25,35.39,-5250
34.0,29,37.64,-3500
34.0,32,35.06,-2500
34.5,3,36.01,1500
34.5,6,35.97,1250
34.5,9,35.53,2250
34.5,13,36.26,-5750
34.5,15,41.8,-2750
34.5,18,40.73,250
34.5,21,38.62,250
34.5,22,43.49,1500
34.5,24,35.91,-5500
34.5,27,37.86,0
34.5,29,35.78,-3500
35.0,3,38.42,1500
35.0,5,35.12,2000
35.0,6,38.64,1250
35.0,9,35.08,-3500
35.0,15,39.93,-2750
35.0,18,42.21,250
35.0,21,38.42,250
35.0,22,39.84,1500
35.0,27,40.41,0
35.0,28,35.27,-4000
35.5,4,35.03,-3750
35.5,6,38.17,1250
35.5,11,35.49,-2750
35.5,12,35.97,4250
35.5,14,35.11,5500
35.5,15,38.43,-2750
35.5,18,41.38,250
35.5,21,40.9,250
35.5,22,38.31,1250
35.5,27,36.9,0
35.5,29,35.04,5750
36.0,1,35.13,-500
36.0,6,36.04,1250
36.0,9,39.32,2000
36.0,13,35.16,-4250
36.0,15,42.56,-2750
36.0,18,40.68,250
36.0,20,35.24,-1500
36.0,21,40.88,250
36.0,22,43.44,1500
36.0,25,35.44,-3500
36.0,27,39.93,0
36.0,29,35.3,-3500
36.5,6,35.85,1250
36.5,9,35.76,2250
36.5,11,35.01,5750
36.5,15,37.8,-2750
36.5,17,35.26,-2250
36.5,18,40.59,250
36.5,21,39.98,250
36.5,22,39.81,1500
36.5,23,35.02,750
36.5,25,35.84,2500
36.5,26,35.12,0
36.5,27,37.68,0
37.0,2,35.14,-3750
37.0,3,35.93,1500
37.0,4,35.15,250
37.0,6,38.42,1250
37.0,9,36.9,2000
37.0,15,41.5,-2750
37.0,18,41.54,250
37.0,21,38.56,250
37.0,22,43.14,1500
37.0,23,35.94,1500
37.0,27,37.09,0
37.0,29,37.14,-3500
37.5,3,38.0,1500
37.5,6,38.81,1250
37.5,7,35.56,-5500
37.5,9,37.13,1750
37.5,15,39.61,-2750
37.5,16,35.68,-5250
37.5,18,41.66,250
37.5,21,40.18,250
37.5,22,38.0,1250
37.5,25,36.9,500
37.5,27,35.63,0
37.5,30,35.05,1000
37.5,32,35.01,2500
38.0,1,35.33,2250
38.0,2,36.15,0
38.0,6,37.28,1250
38.0,8,35.35,3250
38.0,9,37.48,1750
38.0,13,35.04,750
38.0,14,35.25,750
38.0,15,39.65,-2750
38.0,16,35.2,1750
38.0,18,41.0,250
38.0,19,35.24,3250
38.0,21,38.81,250
38.0,22,39.54,1250
38.0,24,36.09,-5250
38.0,25,35.0,3500
38.0,29,35.26,-3500
38.0,30,35.05,-500
38.0,32,35.3,-2250
38.5,6,37.68,1250
38.5,9,38.25,2000
38.5,10,35.45,1250
38.5,15,41.3,-2750
38.5,17,35.05,-5750
38.5,18,40.84,250
38.5,21,40.14,250
38.5,22,43.95,1500
38.5,23,35.63,1000
38.5,27,40.13,0
39.0,2,35.07,-3500
39.0,3,38.2,1500
39.0,6,37.31,1250
39.0,9,37.36,2250
39.0,15,41.7,-2750
39.0,17,36.41,-4000
39.0,18,41.67,250
39.0,21,39.69,250
39.0,22,43.46,1500
39.0,25,35.24,5750
39.0,29,37.05,-3500
39.5,3,36.66,1500
39.5,4,36.21,4000
39.5,6,38.13,1250
39.5,9,39.02,2000
39.5,15,41.36,-2750
39.5,18,41.94,250
39.5,21,39.9,250
39.5,22,43.21,1500
39.5,27,35.32,0
39.5,29,35.41,-3500
39.5,30,35.14,3500
40.0,3,37.67,1500
40.0,6,35.24,1250
40.0,9,36.15,2000
40.0,10,35.03,-4250
40.0,15,41.09,-2750
40.0,18,41.85,250
40.0,21,39.29,250
40.0,22,39.23,1500
40.0,27,39.15,0
40.0,32,35.09,-1000
40.5,6,36.84,1250
40.5,9,35.39,1750
40.5,13,35.25,1250
40.5,14,35.1,4500
40.5,15,37.73,-2750
40.5,18,42.6,250
40.5,21,39.36,250
40.5,22,42.71,1500
40.5,23,35.05,-4500
40.5,26,35.55,-3500
40.5,27,38.91,0
40.5,29,36.09,-3500
41.0,6,36.94,1250
41.0,9,39.61,2000
41.0,15,42.01,-2750
41.0,18,41.46,250
41.0,21,38.47,250
41.0,22,43.73,1500
41.0,24,36.05,-1000
41.0,25,35.5,1500
41.0,27,38.92,0
41.0,29,36.79,-3500
41.5,2,35.51,5000
41.5,6,37.87,1250
41.5,9,37.93,1750
41.5,14,35.81,3250
41.5,15,40.07,-2750
41.5,17,36.35,3750
41.5,18,42.16,250
41.5,21,38.1,250
41.5,22,38.66,1250
41.5,23,35.25,2750
41.5,27,37.52,0
41.5,32,35.06,3500
42.0,2,35.23,-5250
42.0,3,35.71,250
42.0,4,35.36,-750
42.0,6,36.56,1250
42.0,9,36.72,2250
42.0,13,35.73,3750
42.0,14,35.03,3250
42.0,15,40.03,-2750
42.0,18,40.97,250
42.0,19,35.11,-1500
42.0,21,38.59,250
42.0,22,38.9,1250
42.0,26,35.56,-3500
42.0,27,38.3,0
42.0,29,36.97,-3500
42.0,30,35.6,-5250
42.5,3,37.81,1500
42.5,6,37.98,1250
42.5,7,35.16,1500
42.5,9,39.23,2000
42.5,11,35.22,-5750
42.5,15,39.19,-2750
42.5,18,41.8,250
42.5,21,39.86,250
42.5,22,39.71,1500
42.5,25,35.08,5250
42.5,28,35.32,-500
42.5,29,35.66,-3500
43.0,3,36.94,1500
43.0,6,37.87,1250
43.0,7,35.09,-2500
43.0,9,38.42,2000
43.0,15,41.64,-2750
43.0,18,42.64,250
43.0,21,39.69,250
43.0,22,42.1,1500
43.0,23,35.07,-2250
43.0,27,37.37,0
43.0,29,35.84,-3500
43.5,4,35.55,5750
43.5,6,36.71,1250
43.5,7,35.27,-3000
43.5,8,35.05,4500
43.5,12,35.15,250
43.5,15,40.47,-2750
