Time,PRN,CN0_dBHz,Doppler
7.5,7,40.67,1750
7.5,10,35.02,2000
7.5,13,42.34,1750
7.5,16,43.08,-2750
7.5,19,40.14,2500
7.5,20,36.88,-3000
7.5,23,42.91,-500
7.5,29,35.05,1000
7.5,30,35.23,-1250
8.0,3,43.11,750
8.0,6,41.6,-500
8.0,7,39.94,1750
8.0,12,35.02,-5250
8.0,13,40.29,1750
8.0,16,42.43,-2750
8.0,19,38.8,2500
8.0,20,35.73,-3000
8.0,23,42.68,-500
8.0,27,35.21,-6000
8.5,3,40.45,1000
8.5,6,41.89,-500
8.5,7,37.79,2000
8.5,12,35.79,-4500
8.5,13,42.09,1750
8.5,16,42.47,-2750
8.5,19,39.68,2500
8.5,23,43.84,-500
8.5,31,35.3,0
9.0,3,40.43,1000
9.0,4,36.18,2500
9.0,5,35.66,5250
9.0,6,42.61,-500
9.0,7,38.76,1750
9.0,13,42.43,1750
9.0,16,42.35,-2750
9.0,19,39.65,2750
9.0,23,43.67,-500
9.0,25,35.3,-1500
9.0,31,35.22,-3750
9.5,2,35.0,500
9.5,3,43.81,750
9.5,6,42.09,-500
9.5,7,38.92,1750
9.5,12,35.52,-500
9.5,13,42.98,1750
9.5,16,41.8,-2750
9.5,18,35.25,-4000
9.5,19,39.44,2500
9.5,21,35.36,2000
9.5,23,45.15,-500
10.0,1,35.31,4500
10.0,3,44.75,750
10.0,6,40.3,-500
10.0,7,40.45,1750
10.0,8,35.0,1000
10.0,10,35.61,750
10.0,13,42.18,1750
10.0,16,41.94,-2750
10.0,19,39.54,2500
10.0,20,36.43,-3000
10.0,22,35.1,-2250
10.0,23,44.83,-500
10.0,25,35.14,4000
10.0,27,35.09,4750
10.0,30,35.39,-500
10.0,32,35.15,-3000
10.5,3,43.35,750
10.5,6,41.52,-500
10.5,7,39.09,1750
10.5,10,36.58,750
10.5,13,42.28,1750
10.5,14,35.08,-750
10.5,16,41.59,-2750
10.5,19,38.99,2500
10.5,20,37.11,-3000
10.5,23,42.63,-500
10.5,30,35.61,4750
10.5,31,35.57,-2750
11.0,3,39.59,1000
11.0,6,41.49,-500
11.0,7,38.94,2000
11.0,10,35.3,4500
11.0,11,35.66,5500
11.0,13,42.12,1750
11.0,16,42.67,-2750
11.0,19,40.83,2750
11.0,21,35.45,-6000
11.0,23,43.75,-500
11.0,24,35.05,2500
11.0,31,35.59,2250
11.5,3,44.18,750
11.5,6,41.15,-500
11.5,7,40.56,1750
11.5,10,35.34,750
11.5,13,42.25,1750
11.5,14,35.12,2000
11.5,16,42.5,-2750
11.5,18,35.68,-1000
11.5,19,39.58,2750
11.5,23,43.83,-500
11.5,30,35.53,-3250
11.5,32,36.13,-3000
12.0,2,35.03,500
12.0,3,43.16,750
12.0,6,41.65,-500
12.0,7,41.26,1750
12.0,13,42.6,1750
12.0,14,35.55,-2500
12.0,16,42.4,-2750
12.0,19,39.79,2500
12.0,23,43.99,-500
12.0,24,35.33,2500
12.0,27,35.01,2000
12.0,29,35.32,-2750
12.5,3,43.0,750
12.5,6,41.11,-500
12.5,7,40.08,1750
12.5,8,35.32,-2250
12.5,13,40.88,1750
12.5,16,41.33,-2750
12.5,19,37.94,2750
12.5,20,35.25,-3000
12.5,23,43.24,-500
12.5,27,35.02,5000
13.0,3,39.56,1000
13.0,6,41.46,-500
13.0,7,38.38,1750
13.0,13,42.16,1750
13.0,15,35.06,-5750
13.0,16,42.72,-2750
13.0,19,38.48,2750
13.0,20,37.35,-3000
13.0,23,43.66,-500
13.0,29,35.68,2000
13.5,2,35.17,5250
13.5,3,40.84,1000
13.5,5,35.73,-1500
13.5,6,41.45,-500
13.5,7,39.5,1750
13.5,9,35.73,0
13.5,10,38.94,750
13.5,11,35.9,-5000
13.5,13,42.94,1750
13.5,16,42.46,-2750
13.5,19,39.22,2500
13.5,20,35.77,-3000
13.5,23,43.64,-500
13.5,24,35.19,-5000
14.0,3,40.98,1000
14.0,4,35.7,3500
14.0,6,41.98,-500
14.0,7,41.34,1750
14.0,11,35.89,2000
14.0,13,40.72,2000
14.0,16,42.31,-2750
14.0,18,35.29,-3000
14.0,19,39.49,2500
14.0,21,35.4,4000
14.0,23,44.89,-500
14.0,25,35.5,3500
14.0,29,35.04,5750
14.0,32,37.39,-3000
14.5,3,39.82,500
14.5,6,41.43,-500
14.5,7,40.46,1750
14.5,11,35.05,-1500
14.5,13,41.09,1750
14.5,16,43.26,-2750
14.5,19,38.53,2750
14.5,23,43.98,-500
14.5,26,35.02,-3250
14.5,30,35.71,-3250
14.5,32,35.28,-3000
15.0,2,35.21,-4000
15.0,3,39.35,500
15.0,6,41.44,-500
15.0,7,38.8,1750
15.0,10,37.63,750
15.0,13,42.28,1750
15.0,16,41.62,-2750
15.0,18,35.09,-6000
15.0,19,39.88,2500
15.0,20,37.16,-3000
15.0,22,35.04,3750
15.0,23,43.01,-500
15.5,3,43.74,750
15.5,6,40.96,-500
15.5,7,39.02,1750
15.5,13,42.72,1750
15.5,16,41.65,-2750
15.5,19,38.77,2750
15.5,21,35.66,3000
15.5,23,42.91,-500
15.5,28,35.14,-4250
15.5,32,35.41,-3000
16.0,2,35.77,-2750
16.0,3,39.98,500
16.0,6,42.59,-500
16.0,7,40.33,1750
16.0,10,35.24,750
16.0,13,40.87,2000
16.0,16,42.92,-2750
16.0,19,39.46,2500
16.0,22,35.26,-1250
16.0,23,43.0,-500
16.0,28,35.43,4250
16.0,30,35.6,-3250
16.0,32,35.13,4750
16.5,2,36.07,-500
16.5,3,43.39,750
16.5,4,35.27,750
16.5,6,42.12,-500
16.5,7,38.1,1750
16.5,12,35.56,-2750
16.5,13,41.66,1750
16.5,16,42.05,-2750
16.5,19,40.6,2750
16.5,23,43.95,-500
16.5,27,35.54,-5250
17.0,3,42.44,750
17.0,6,41.89,-500
17.0,7,39.42,1750
17.0,8,35.36,0
17.0,13,43.01,1750
17.0,16,42.75,-2750
17.0,17,35.17,2000
17.0,19,40.25,2500
17.0,20,35.89,-3000
17.0,23,43.47,-500
17.0,30,36.59,-3250
17.5,3,43.42,750
17.5,6,41.54,-500
17.5,7,39.88,1750
17.5,9,35.2,1750
17.5,13,42.84,1750
17.5,16,43.07,-2750
17.5,19,36.41,2500
17.5,23,44.39,-500
17.5,24,35.56,-6000
18.0,3,41.51,1000
18.0,6,41.78,-500
18.0,7,41.0,1750
18.0,10,36.2,500
18.0,13,41.82,1750
18.0,15,35.73,2250
18.0,16,42.18,-2750
18.0,19,39.33,2500
18.0,23,44.14,-500
18.0,30,35.34,-3250
18.0,32,35.24,-2500
18.5,1,35.8,-3500
18.5,2,35.56,2750
18.5,3,39.3,500
18.5,6,41.62,-500
18.5,7,38.62,1750
18.5,10,37.0,750
18.5,11,35.12,4500
18.5,13,42.67,1750
18.5,16,43.51,-2750
18.5,19,39.47,2500
18.5,20,35.5,-3000
18.5,23,44.05,-500
18.5,30,35.71,-3250
18.5,32,36.73,4500
19.0,3,38.99,1000
19.0,6,42.31,-500
19.0,7,40.37,1750
19.0,10,35.67,750
19.0,12,35.78,-750
19.0,13,42.23,1750
19.0,14,35.08,-2000
19.0,16,43.15,-2750
19.0,19,38.88,2500
19.0,20,35.04,-1250
19.0,23,44.09,-500
19.0,24,36.27,2500
19.0,30,36.03,-3250
19.5,3,40.8,1000
19.5,6,41.0,-500
19.5,7,39.89,1750
19.5,8,35.49,-3250
19.5,10,35.13,750
19.5,13,41.95,1750
19.5,16,43.28,-2750
19.5,19,38.64,2500
19.5,21,35.36,1000
19.5,23,42.83,-500
19.5,30,35.03,-3250
20.0,3,42.78,750
20.0,6,42.43,-500
20.0,7,40.84,1750
20.0,8,36.95,-4750
20.0,13,41.81,1750
20.0,15,35.2,3500
20.0,16,41.84,-2750
20.0,19,40.0,2500
20.0,20,36.18,-3000
20.0,21,35.62,1250
20.0,22,35.37,1250
20.0,23,44.58,-500
20.0,24,35.04,5000
20.0,26,35.18,1000
20.0,30,36.05,4750
20.5,3,43.38,750
20.5,6,41.37,-500
20.5,7,39.41,1750
20.5,8,35.45,-250
20.5,13,43.27,1750
20.5,16,42.25,-2750
20.5,19,38.67,2500
20.5,20,38.23,-3000
20.5,21,35.57,-4500
20.5,23,44.8,-500
20.5,29,35.36,-3500
21.0,3,39.26,1000
21.0,6,42.92,-500
21.0,7,40.36,1750
21.0,10,35.9,750
21.0,13,41.12,1750
21.0,15,35.37,-5250
21.0,16,42.98,-2750
21.0,18,35.13,5750
21.0,19,40.11,2500
21.0,22,35.2,-1500
21.0,23,43.88,-500
21.5,3,42.67,750
21.5,6,42.34,-500
21.5,7,39.29,1750
21.5,10,36.08,750
21.5,12,35.02,2250
21.5,13,42.68,1750
21.5,16,41.19,-2750
21.5,19,37.72,2500
21.5,22,35.05,500
21.5,23,44.33,-500
21.5,24,35.51,5750
21.5,26,35.1,-1000
21.5,28,35.19,-4000
21.5,30,35.2,-5250
22.0,3,39.85,1000
22.0,4,35.26,-3750
22.0,6,43.26,-500
22.0,7,40.28,1750
22.0,10,35.81,0
22.0,11,35.03,-6000
22.0,13,42.38,1750
22.0,16,43.01,-2750
22.0,19,39.37,2500
22.0,21,35.08,0
22.0,23,43.6,-500
22.0,26,35.5,-5750
22.0,27,35.1,4500
22.0,28,35.3,-2000
22.0,30,35.91,-3250
22.0,32,35.19,4250
22.5,3,43.32,750
22.5,4,35.21,1750
22.5,6,41.67,-500
22.5,7,39.21,1750
22.5,8,35.48,-2500
22.5,12,35.04,1500
22.5,13,42.94,1750
22.5,16,42.92,-2750
22.5,19,40.09,2500
22.5,23,43.87,-500
22.5,30,36.83,-3250
22.5,32,35.45,-3000
23.0,2,35.44,-5500
23.0,3,39.52,500
23.0,4,35.71,-4250
23.0,6,41.63,-500
23.0,7,39.29,1750
23.0,9,35.8,-3500
23.0,12,35.08,2000
23.0,13,42.14,1750
23.0,14,35.74,-250
23.0,16,42.95,-2750
23.0,19,40.03,2500
23.0,23,44.54,-500
23.5,3,43.28,750
23.5,6,40.34,-500
23.5,7,38.58,1750
23.5,8,35.06,750
23.5,10,35.36,-4500
23.5,13,43.59,1750
23.5,16,43.06,-2750
23.5,18,35.03,1250
23.5,19,38.51,2500
23.5,20,37.07,-3000
23.5,22,35.33,4500
23.5,23,44.62,-500
23.5,30,36.11,-3250
23.5,32,35.45,-3000
24.0,2,35.1,-1750
24.0,3,43.52,750
24.0,6,41.0,-500
24.0,7,37.94,2000
24.0,13,43.1,1750
24.0,16,43.45,-2750
24.0,19,38.11,2750
24.0,23,44.01,-500
24.0,27,35.19,-1750
24.0,31,35.19,-4250
24.0,32,35.69,1500
24.5,3,42.43,750
24.5,6,40.24,-500
24.5,7,37.89,1750
24.5,13,43.07,1750
24.5,16,42.81,-2750
24.5,18,35.93,1000
24.5,19,38.88,2500
24.5,20,35.13,-250
24.5,22,35.44,-4250
24.5,23,43.92,-500
25.0,3,40.33,1000
25.0,6,41.77,-500
25.0,7,40.35,1750
25.0,10,35.46,-5500
25.0,13,41.58,1750
25.0,15,35.13,-1250
25.0,16,42.98,-2750
25.0,19,37.66,2750
25.0,20,35.11,-3000
25.0,23,44.86,-500
25.0,28,35.37,-3250
25.0,30,37.63,-3250
25.0,32,35.93,-3000
25.5,3,42.95,750
25.5,6,41.67,-500
25.5,7,40.0,1750
25.5,10,36.92,750
25.5,13,42.61,1750
25.5,14,35.17,-2250
25.5,16,43.0,-2750
25.5,18,35.51,-1000
25.5,19,36.96,2500
25.5,23,44.05,-500
25.5,26,35.23,1250
25.5,28,35.13,-2500
26.0,1,35.39,-4000
26.0,3,43.36,750
26.0,4,35.47,250
26.0,6,42.21,-500
26.0,7,39.3,1750
26.0,13,43.58,1750
26.0,16,43.61,-2750
26.0,19,38.66,2500
26.0,23,44.83,-500
26.0,25,35.15,2750
26.0,30,35.16,-3250
26.0,32,35.03,-4250
26.5,1,35.07,-4500
26.5,3,42.58,750
26.5,6,42.13,-500
26.5,7,38.67,1750
26.5,11,35.26,-500
26.5,13,42.37,1750
26.5,14,35.49,-1250
26.5,16,42.43,-2750
26.5,19,39.29,2500
26.5,20,35.12,-4000
26.5,23,43.64,-500
26.5,24,36.5,-4750
26.5,25,35.64,4250
26.5,32,35.36,5750
27.0,1,35.48,-3000
27.0,2,35.64,-500
27.0,3,40.68,1000
27.0,6,40.97,-500
27.0,7,38.89,1750
27.0,10,36.06,750
27.0,11,35.17,-2500
27.0,13,40.89,2000
27.0,15,35.33,-4000
27.0,16,42.24,-2750
27.0,19,39.17,2750
27.0,20,37.52,-3000
27.0,23,43.99,-500
27.0,25,35.13,-750
27.5,3,44.11,750
27.5,6,41.34,-500
27.5,7,38.91,1750
27.5,8,35.35,-4750
27.5,10,36.89,500
27.5,11,35.03,-5500
27.5,13,41.19,1750
27.5,16,43.06,-2750
27.5,19,40.05,2500
27.5,20,35.37,-4750
27.5,22,35.17,-5250
27.5,23,44.01,-500
28.0,3,40.88,500
28.0,4,35.05,500
28.0,5,35.03,1000
28.0,6,41.48,-500
28.0,7,39.63,1750
28.0,13,42.93,1750
28.0,16,43.26,-2750
28.0,18,35.01,4000
28.0,19,40.25,2500
28.0,23,43.34,-500
28.0,26,35.61,-3750
28.0,27,35.1,5000
28.0,30,35.89,-3250
28.5,3,43.48,750
28.5,6,42.08,-500
28.5,7,38.57,1750
28.5,13,43.01,1750
28.5,16,43.3,-2750
28.5,19,39.46,2500
28.5,20,36.45,-3000
28.5,23,44.38,-500
28.5,24,35.05,5750
29.0,3,40.2,500
29.0,6,41.27,-500
29.0,7,37.56,2000
29.0,13,44.2,1750
29.0,14,35.45,5750
29.0,16,43.96,-2750
29.0,19,38.0,2750
29.0,20,36.39,-3000
29.0,22,35.37,4500
29.0,23,43.17,-500
29.0,29,35.72,4250
29.0,30,36.17,-3250
29.0,31,35.04,2000
29.5,3,40.98,500
29.5,6,42.07,-500
29.5,7,39.86,1750
29.5,10,35.48,-1000
29.5,13,41.6,1750
29.5,14,35.07,1500
29.5,15,35.27,2500
29.5,16,43.73,-2750
29.5,19,40.63,2500
29.5,23,43.87,-500
29.5,27,35.16,-2250
29.5,28,35.66,3250
29.5,30,35.64,-3250
30.0,3,40.18,1000
30.0,4,35.92,0
30.0,6,41.25,-500
30.0,7,37.73,2000
30.0,8,35.03,500
30.0,11,35.04,3500
30.0,13,41.77,1750
30.0,16,42.71,-2750
30.0,19,39.51,2500
30.0,21,35.46,5250
30.0,23,43.14,-500
30.0,25,35.23,-750
30.0,26,36.0,-4000
30.0,27,35.34,5250
30.0,30,35.74,500
30.0,31,35.44,1750
30.0,32,35.28,-5750
30.5,1,35.23,-2750
30.5,3,44.17,750
30.5,6,40.87,-500
30.5,7,38.67,1750
30.5,10,35.29,-5250
30.5,13,42.81,1750
30.5,15,35.23,5750
30.5,16,43.31,-2750
30.5,18,35.6,1750
30.5,19,39.01,2500
30.5,23,43.86,-500
30.5,28,35.09,1250
30.5,29,36.83,4250
30.5,30,35.63,-3250
30.5,31,35.77,0
31.0,3,40.14,1000
31.0,5,35.44,3500
31.0,6,42.56,-500
31.0,7,40.97,1750
31.0,8,35.13,5000
31.0,11,35.33,3500
31.0,13,44.11,1750
31.0,16,43.55,-2750
31.0,18,35.06,-2000
31.0,19,38.31,2750
31.0,20,36.93,-3000
31.0,21,35.65,2500
31.0,23,42.95,-500
31.0,31,35.03,4250
31.5,2,35.05,-3000
31.5,3,42.2,750
31.5,4,35.48,1500
31.5,6,41.18,-500
31.5,7,38.21,2000
31.5,8,35.18,-4000
31.5,9,35.38,-500
31.5,10,35.38,-2250
31.5,12,35.93,-1250
31.5,13,42.78,1750
31.5,16,42.38,-2750
31.5,19,37.72,2500
31.5,23,43.43,-500
32.0,3,40.37,1000
32.0,6,40.93,-500
32.0,7,38.98,1750
32.0,9,35.35,5500
32.0,13,43.45,1750
32.0,16,42.66,-2750
32.0,18,35.63,-5750
32.0,19,39.81,2500
32.0,20,36.78,-3000
32.0,23,43.36,-500
32.0,30,35.71,-3250
32.5,3,44.38,750
32.5,6,41.6,-500
32.5,7,39.41,1750
32.5,9,35.75,750
32.5,13,41.11,2000
32.5,16,43.42,-2750
32.5,19,38.09,2750
32.5,23,44.52,-500
32.5,30,35.52,-3250
33.0,3,39.31,1000
33.0,6,41.21,-500
33.0,7,39.67,1750
33.0,13,41.5,1750
33.0,15,35.13,-3500
33.0,16,42.46,-2750
33.0,19,40.17,2750
33.0,20,35.82,-1250
33.0,22,35.01,500
33.0,23,43.62,-500
33.0,26,35.34,2250
33.0,30,35.43,-3250
33.0,31,35.41,4250
33.5,1,35.24,1000
33.5,3,43.0,750
33.5,6,42.2,-500
33.5,7,39.6,1750
33.5,12,35.28,2500
33.5,13,43.03,1750
33.5,16,43.19,-2750
33.5,19,39.14,2500
33.5,20,36.32,-3000
33.5,23,43.72,-500
33.5,24,35.06,3000
33.5,28,35.5,-5000
33.5,30,35.56,-3250
33.5,31,35.03,3750
34.0,2,35.37,5000
34.0,3,43.16,750
34.0,6,41.55,-500
34.0,7,38.2,1750
34.0,9,35.01,-1500
34.0,13,43.41,1750
34.0,16,42.73,-2750
34.0,19,39.44,2500
34.0,20,35.6,-3000
34.0,23,44.21,-500
34.0,26,35.33,1750
34.0,30,37.2,-3250
34.5,2,35.27,-1500
34.5,3,40.04,1000
34.5,6,41.8,-500
34.5,7,39.02,1750
34.5,9,35.11,5750
34.5,10,35.56,750
34.5,13,43.65,1750
34.5,16,43.3,-2750
34.5,19,38.29,2500
34.5,20,37.23,-3000
34.5,23,43.54,-500
34.5,26,35.06,-1500
34.5,29,35.17,-1500
35.0,3,39.93,1000
35.0,6,41.42,-500
35.0,7,39.22,1750
35.0,10,35.97,750
35.0,12,35.53,1750
35.0,13,42.45,1750
35.0,14,35.41,5250
35.0,16,42.85,-2750
35.0,19,40.13,2500
35.0,20,35.76,-6000
35.0,21,35.35,1750
35.0,23,44.3,-500
35.0,25,36.15,750
35.0,26,35.08,500
35.0,30,37.21,-3250
35.5,3,43.28,750
35.5,6,40.28,-500
35.5,7,38.93,1750
35.5,9,35.32,0
35.5,13,42.11,1750
35.5,15,35.46,-4250
35.5,16,42.55,-2750
35.5,19,38.85,2500
35.5,20,35.06,3750
35.5,23,44.32,-500
35.5,26,35.02,750
35.5,29,35.46,-3000
36.0,2,35.25,3750
36.0,3,43.38,750
36.0,4,35.4,3000
36.0,6,41.28,-500
36.0,7,39.18,1750
36.0,9,35.23,1500
36.0,13,44.27,1750
36.0,14,35.13,2000
36.0,16,43.95,-2750
36.0,18,35.44,-5750
36.0,19,39.32,2500
36.0,21,35.19,-5000
36.0,23,43.98,-500
36.0,31,35.11,0
36.5,3,43.99,750
36.5,6,42.2,-500
36.5,7,38.88,1750
36.5,8,35.44,-6000
36.5,9,36.23,5750
36.5,10,35.19,-1000
36.5,13,41.75,1750
36.5,16,43.67,-2750
36.5,19,39.87,2500
36.5,23,43.31,-500
36.5,30,35.74,-3250
37.0,3,39.36,500
37.0,4,35.28,-500
37.0,6,42.25,-500
37.0,7,38.63,1750
37.0,9,35.01,-1500
37.0,10,35.87,750
37.0,11,35.26,3250
37.0,12,35.05,3500
37.0,13,42.77,1750
37.0,16,42.41,-2750
37.0,19,39.5,2500
37.0,23,43.57,-500
37.0,30,38.35,-3250
37.5,2,35.08,4500
37.5,3,39.91,1000
37.5,5,35.06,-5500
37.5,6,39.96,-500
37.5,7,39.85,1750
37.5,8,35.66,-250
37.5,13,42.12,1750
37.5,16,42.77,-2750
37.5,18,36.11,-1750
37.5,19,39.53,2500
37.5,20,36.36,-3000
37.5,23,43.81,-500
37.5,25,35.5,4250
37.5,30,35.05,-5000
37.5,31,35.02,500
38.0,2,35.32,3750
38.0,3,43.8,750
38.0,6,41.35,-500
38.0,7,39.1,1750
38.0,13,42.19,1750
38.0,16,42.79,-2750
38.0,19,39.46,2500
38.0,20,35.79,-3000
38.0,23,43.72,-500
38.0,29,35.12,5500
38.0,30,35.03,-3250
38.5,3,38.74,1000
38.5,6,41.48,-500
38.5,7,38.68,1750
38.5,8,35.01,4000
38.5,11,35.09,5750
38.5,13,42.33,1750
38.5,16,42.83,-2750
38.5,19,39.56,2500
38.5,20,35.81,-3000
38.5,23,44.07,-500
38.5,28,35.22,500
38.5,29,35.47,2250
38.5,30,35.44,-3250
39.0,2,35.21,-5000
39.0,3,39.86,1000
39.0,5,35.14,3500
39.0,6,41.94,-500
39.0,7,39.04,1750
39.0,13,40.44,1750
39.0,16,42.87,-2750
39.0,18,35.03,-2250
39.0,19,40.72,2500
39.0,20,35.7,-3000
39.0,21,35.09,1750
39.0,23,44.14,-500
39.0,30,36.87,-3250
39.0,31,35.32,-2250
39.5,1,35.39,0
39.5,3,42.71,750
39.5,6,42.3,-500
39.5,7,37.7,1750
39.5,13,43.81,1750
39.5,15,35.17,2750
39.5,16,43.61,-2750
39.5,19,39.05,2500
39.5,20,35.49,-3000
39.5,23,44.11,-500
39.5,25,35.14,5500
39.5,32,35.48,-3000
40.0,1,35.08,-5000
40.0,3,41.77,1000
40.0,5,35.63,-3000
40.0,6,42.09,-500
40.0,7,39.07,1750
40.0,10,35.5,4750
40.0,13,42.03,1750
40.0,16,43.24,-2750
40.0,19,39.15,2500
40.0,20,35.55,-3000
40.0,22,35.3,-4000
40.0,23,43.34,-500
40.0,27,35.19,-5000
40.0,32,35.03,-3000
40.5,3,39.36,1000
40.5,4,35.31,-6000
40.5,6,41.5,-500
40.5,7,39.16,1750
40.5,13,40.61,2000
40.5,16,43.21,-2750
40.5,19,39.42,2500
40.5,20,37.2,-3000
40.5,23,43.92,-500
40.5,27,35.01,2000
40.5,30,35.53,-3250
41.0,3,39.89,500
41.0,5,35.03,5500
41.0,6,41.89,-500
41.0,7,39.19,1750
41.0,9,35.17,-3000
41.0,13,40.87,1750
41.0,14,35.36,-4500
41.0,16,42.65,-2750
41.0,19,39.01,2750
41.0,21,35.06,-3500
41.0,22,35.06,1000
41.0,23,44.59,-500
41.0,26,35.02,-4500
41.0,27,35.12,1500
41.0,29,35.11,5000
41.0,32,35.06,-3000
41.5,3,43.6,750
41.5,6,41.28,-500
41.5,7,36.84,1750
41.5,8,35.45,3250
41.5,10,35.94,4250
41.5,11,35.09,2000
41.5,13,42.5,1750
41.5,16,41.64,-2750
41.5,19,39.51,2500
41.5,23,44.58,-500
41.5,30,35.8,-3250
42.0,3,45.03,750
42.0,6,41.52,-500
42.0,7,38.62,1750
42.0,13,41.11,1750
42.0,15,35.33,4250
42.0,16,43.19,-2750
42.0,19,38.78,2500
42.0,20,37.06,-3000
42.0,23,44.36,-500
42.0,25,35.43,-4250
42.0,28,35.18,-4250
42.0,30,36.67,-3250
42.5,3,39.46,500
42.5,6,41.18,-500
42.5,7,39.06,1750
42.5,8,35.46,-2000
42.5,11,35.65,-750
42.5,13,41.61,1750
42.5,16,43.19,-2750
